#
# This file created with command: /sw/opt/R/3.2.2/bin/Rscript /cluster/gjb_lab/pschofield/Projects/grna_dag/Github_cleanup/DE_tool_scripts/bayseq.R /cluster/gjb_lab/pschofield/scratch/NOBACK//bayseq/bayseq_package_default//R_exprsFile.txt /cluster/gjb_lab/pschofield/scratch/NOBACK//bayseq/bayseq_package_default//R_phenoFile.txt "                      "/cluster/gjb_lab/pschofield/scratch/NOBACK//bayseq/bayseq_package_default.db
# Output created at: 08:07:38
GeneID	log2foldchange	significance	WT	Snf2	GeneName	Description	Chromosome	Start	End	Strand
YMR141C	0.967068540479787	0	105.46	206.16	YMR141C	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	XIII	549736	550044	-1
YJL171C	0.416028767420307	0	1884.1	2513.86	YJL171C	GPI-anchored cell wall protein of unknown function; induced in response to cell wall damaging agents and by mutations in genes involved in cell wall biogenesis; sequence similarity to YBR162C/TOS1, a covalently bound cell wall protein 	X	99704	100894	-1
YIR034C	-0.574635362559261	0	762.12	511.73	LYS1	Saccharopine dehydrogenase (NAD+, L-lysine-forming), catalyzes the conversion of saccharopine to L-lysine, which is the final step in the lysine biosynthesis pathway; also has mRNA binding activity 	IX	419615	420736	-1
YDR311W	0.431625282068911	0	437.56	590.16	TFB1	Subunit of TFIIH and nucleotide excision repair factor 3 complexes, required for nucleotide excision repair, target for transcriptional activators 	IV	1085065	1086993	1
YHR087W	-0.893202467139957	0	753.17	405.52	RTC3	Protein of unknown function involved in RNA metabolism; has structural similarity to SBDS, the human protein mutated in Shwachman-Diamond Syndrome (the yeast SBDS ortholog = SDO1); null mutation suppresses cdc13-1 temperature sensitivity 	VIII	280820	281155	1
YPR010C	-0.731179650166693	0	2811.95	1693.95	RPA135	RNA polymerase I second largest subunit A135 	XVI	577585	581196	-1
YDR162C	0.414712057697517	0	432.27	576.23	NBP2	Protein involved in the HOG (high osmolarity glycerol) pathway, negatively regulates Hog1p by recruitment of phosphatase Ptc1p the Pbs2p-Hog1p complex, found in the nucleus and cytoplasm, contains an SH3 domain that binds Pbs2p 	IV	780390	781100	-1
YPR011C	0.449293994701268	0	469.85	641.52	YPR011C	Putative transporter, member of the mitochondrial carrier family; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies 	XVI	583062	584042	-1
YGL227W	0.489538903139373	0	947.93	1330.89	VID30	Protein involved in proteasome-dependent catabolite degradation of fructose-1,6-bisphosphatase (FBPase); binds FBPase; shifts the balance of nitrogen metabolism toward glutamate production; localizes to the nucleus and the cytoplasm 	VII	69671	72547	1
YNL320W	0.436268256411293	0	363.41	491.73	YNL320W	Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies 	XIV	37700	38554	1
YGL005C	0.559782368203167	0	323.66	477.09	COG7	Component of the conserved oligomeric Golgi complex (Cog1p through Cog8p), a cytosolic tethering complex that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments 	VII	489708	490547	-1
YKL185W	-0.447453878271114	0	1286.15	943.18	ASH1	Zinc-finger inhibitor of HO transcription; mRNA is localized and translated in the distal tip of anaphase cells, resulting in accumulation of Ash1p in daughter cell nuclei and inhibition of HO expression; potential Cdc28p substrate 	XI	94499	96265	1
YMR115W	0.588946669457516	0	405	609.18	MGR3	Subunit of the mitochondrial (mt) i-AAA protease supercomplex, which degrades misfolded mitochondrial proteins; forms a subcomplex with Mgr1p that binds to substrates to facilitate proteolysis; required for growth of cells lacking mtDNA 	XIII	497704	499209	1
YGL091C	0.407163600095435	0	341.27	452.55	NBP35	Essential iron-sulfur cluster binding protein localized in the cytoplasm; forms a complex with Cfd1p that is involved in iron-sulfur protein assembly in the cytosol; similar to P-loop NTPases 	VII	342056	343042	-1
YKL208W	0.559442191865425	0	209.12	308.18	CBT1	Protein involved in 5' end processing of mitochondrial COB, 15S_rRNA, and RPM1 transcripts; may also have a role in 3' end processing of the COB pre-mRNA; displays genetic interaction with cell cycle-regulated kinase Dbf2p 	XI	47157	47972	1
YIR040C	1.37225977043751	0	6.76	17.5	YIR040C	Dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data 	IX	433389	433721	-1
YDR379C-A	1.33808698084403	0	47.41	119.86	YDR379C-A	Protein involved in the assembly of the mitochondrial succinate dehydrogenase complex; mutations in human ortholog SDHAF1 are associated with infantile leukoencephalopathy 	IV	1233278	1233517	-1
YDL057W	0.657482325808522	0	167.34	263.95	YDL057W	Putative protein of unknown function; YDL057W is not an essential gene 	IV	351434	352420	1
YNL248C	-0.986374562269942	0	956.88	482.98	RPA49	RNA polymerase I subunit A49 	XIV	181361	182608	-1
YMR053C	0.623071088906202	0	326.15	502.32	STB2	Protein that interacts with Sin3p in a two-hybrid assay and is part of a large protein complex with Sin3p and Stb1p 	XIII	380346	382898	-1
YER136W	0.46242662544066	0	2346.07	3232.55	GDI1	GDP dissociation inhibitor, regulates vesicle traffic in secretory pathways by regulating the dissociation of GDP from the Sec4/Ypt/rab family of GTP binding proteins 	V	439616	440971	1
YPL249C	0.607590693979938	0	652.61	994.39	GYP5	GTPase-activating protein (GAP) for yeast Rab family members; involved in ER to Golgi trafficking; exhibits GAP activity toward Ypt1p that is stimulated by Gyl1p, also acts on Sec4p; interacts with Gyl1p, Rvs161p and Rvs167p; involved in recruiting  /.../p to the bud tip during polarized growth 	XVI	76669	79353	-1
YHL015W-A	1.59042578303363	0	6.15	18.52	YHL015W-A	Putative protein of unknown function 	VIII	74699	74782	1
YAL062W	0.475873816255067	0	449.15	624.66	GDH3	NADP(+)-dependent glutamate dehydrogenase, synthesizes glutamate from ammonia and alpha-ketoglutarate; rate of alpha-ketoglutarate utilization differs from Gdh1p; expression regulated by nitrogen and carbon sources 	I	31567	32940	1
YMR297W	0.421532723034716	0	6460.68	8653.11	PRC1	Vacuolar carboxypeptidase Y (proteinase C; CPY), broad-specificity C-terminal exopeptidase involved in non-specific protein degradation in the vacuole; member of the serine carboxypeptidase family 	XIII	861922	863520	1
YGL189C	0.135329729629976	0	11767.39	12924.64	RPS26A	Protein component of the small (40S) ribosomal subunit; nearly identical to Rps26Bp and has similarity to rat S26 ribosomal protein 	VII	148229	148588	-1
YER008C	0.416895715394216	0	1031.93	1377.68	SEC3	Subunit of the exocyst complex (Sec3p, Sec5p, Sec6p, Sec8p, Sec10p, Sec15p, Exo70p, Exo84p) which mediates targeting of post-Golgi vesicles to sites of active exocytosis; Sec3p specifically is a spatial landmark for secretion 	V	167808	171818	-1
YLR240W	0.472042195151711	0	409.02	567.34	VPS34	Phosphatidylinositol 3-kinase responsible for the synthesis of phosphatidylinositol 3-phosphate; forms membrane-associated signal transduction complex with Vps15p to regulate protein sorting; activated by the GTP-bound form of Gpa1p 	XII	617533	620160	1
YMR093W	-0.938722064227728	0	411.85	214.86	UTP15	Nucleolar protein, component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA 	XIII	454015	455556	1
YML092C	0.349639343427754	0	1546.59	1970.73	PRE8	Alpha 2 subunit of the 20S proteasome 	XIII	85987	86739	-1
YDL167C	-0.882447568271998	0	475.07	257.7	NRP1	Putative RNA binding protein of unknown function; localizes to stress granules induced by glucose deprivation; predicted to be involved in ribosome biogenesis 	IV	160995	163154	-1
YIR018C-A	0.998265470135651	0	33.29	66.5	YIR018C-A	Putative protein of unknown function; identified by expression profiling and mass spectrometry 	IX	385564	385701	-1
YGR097W	0.47207044055833	0	2016.85	2797.57	ASK10	Component of RNA polymerase II holoenzyme, phosphorylated in response to oxidative stress; has a role in destruction of Ssn8p; proposed to function in activation of the glycerol channel Fps1p; paralogous to Rgc1p 	VII	678695	682135	1
YOL029C	0.67152532344138	0	416.9	664.02	YOL029C	Putative protein of unknown function; identified as interacting with Hsc82p and Hsp82p in high-throughput two-hybrid screens 	XV	269815	270420	-1
YPL096W	0.465379380783096	0	434.17	599.45	PNG1	Conserved peptide N-glycanase required for deglycosylation of misfolded glycoproteins during proteasome-dependent degradation; localizes to the cytoplasm and nucleus; activity is enhanced by interaction with Rad23p 	XVI	366927	368018	1
YMR208W	0.482498065290424	0	853.76	1192.84	ERG12	Mevalonate kinase, acts in the biosynthesis of isoprenoids and sterols, including ergosterol, from mevalonate 	XIII	684467	685798	1
YML038C	0.526826805000442	0	780.68	1124.77	YMD8	Putative nucleotide sugar transporter, has similarity to Vrg4p 	XIII	202775	204103	-1
YPR133C	0.394097475832381	0	1199.54	1576.34	SPN1	Protein involved in RNA polymerase II transcription; interacts genetically or physically with RNAP II, TBP, TFIIS, and chromatin remodelling factors; central domain highly conserved throughout eukaryotes; mutations confer an Spt- phenotype 	XVI	795978	797210	-1
YOR352W	0.488761116223604	0	297.59	417.59	YOR352W	Putative protein of unknown function; expression levels regulated by Arg5,6p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus 	XV	997213	998244	1
YGL002W	0.596901876223409	0	444.44	672.2	ERP6	Protein with similarity to Emp24p and Erv25p, member of the p24 family involved in ER to Golgi transport; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies 	VII	494517	495167	1
YOL055C	0.439593212970333	0	295.49	400.75	THI20	Trifunctional enzyme of thiamine biosynthesis, degradation and salvage; has hydroxymethylpyrimidine (HMP) kinase, HMP-phosphate (HMP-P) kinase and thiaminase activities; member of a gene family with THI21 and THI22; HMP and HMP-P kinase activity red /.../ with Thi21p 	XV	224420	226075	-1
YCL034W	0.502325720409126	0	1424.05	2017.16	LSB5	Protein of unknown function; binds Las17p, which is a homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly and actin polymerization; may mediate disassembly of the Pan1 complex from the endocytic coat 	III	61658	62722	1
YNR009W	0.618044693885759	0	224.61	344.73	NRM1	Transcriptional co-repressor of MBF (MCB binding factor)-regulated gene expression; Nrm1p associates stably with promoters via MBF to repress transcription upon exit from G1 phase 	XIV	642690	643439	1
YLR209C	0.404362628410404	0	580.24	767.95	PNP1	Purine nucleoside phosphorylase, specifically metabolizes inosine and guanosine nucleosides; involved in the nicotinamide riboside salvage pathway 	XII	560797	561732	-1
YFR042W	0.754915708723729	0	227.32	383.61	KEG1	Integral membrane protein of the ER; physically interacts with Kre6p; has a role in the synthesis of beta-1,6-glucan in the cell wall; required for cell viability 	VI	238458	239060	1
YOL111C	0.430870134008261	0	718.41	968.45	MDY2	Protein with a role in insertion of tail-anchored proteins into the ER membrane; forms a complex with Get4p; required for efficient mating; involved in shmoo formation and nuclear migration in the pre-zygote; associates with ribosomes 	XV	108258	108896	-1
YML086C	0.316740924654261	0	1311.78	1633.84	ALO1	D-Arabinono-1,4-lactone oxidase, catalyzes the final step in biosynthesis of dehydro-D-arabinono-1,4-lactone, which is protective against oxidative stress 	XIII	95791	97371	-1
YJL042W	0.384029018831947	0	1388.02	1811.34	MHP1	Microtubule-associated protein involved in assembly and stabilization of microtubules; overproduction results in cell cycle arrest at G2 phase; similar to Drosophila protein MAP and to mammalian MAP4 proteins 	X	361249	365445	1
YLR255C	1.1902156963872	0	12.63	28.82	YLR255C	Dubious ORF unlikely to encode a functional protein, based on available experimental and comparative sequence data 	XII	645600	645953	-1
YGL164C	0.388690400586951	0	562.12	735.93	YRB30	RanGTP-binding protein, inhibits RanGAP1 (Rna1p)-mediated GTP hydrolysis of RanGTP (Gsp1p); shares similarity to proteins in other fungi but not in higher eukaryotes 	VII	191978	193300	-1
YOL053W	0.522028250810951	0	429.66	616.98	AIM39	Putative protein of unknown function; null mutant displays elevated frequency of mitochondrial genome loss 	XV	230085	231272	1
YOR033C	0.548501566941274	0	503.15	735.89	EXO1	5'-3' exonuclease and flap-endonuclease involved in recombination, double-strand break repair and DNA mismatch repair; member of the Rad2p nuclease family, with conserved N and I nuclease domains 	XV	392416	394524	-1
YGL147C	-0.360374420384903	0	15212.66	11850.09	RPL9A	Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl9Bp and has similarity to E. coli L6 and rat L9 ribosomal proteins 	VII	227754	228329	-1
YGL250W	0.542230555352114	0	263.49	383.7	RMR1	Protein required for meiotic recombination and gene conversion; null mutant displays reduced PIS1 expression and growth defects on non-fermentable carbon sources and minimal media; GFP-fusion protein localizes to both cytoplasm and nucleus 	VII	31910	32635	1
YJR039W	0.592680365601378	0	455.51	686.93	YJR039W	Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies 	X	503936	507301	1
YOL132W	0.85231356557076	0	32.63	58.91	GAS4	1,3-beta-glucanosyltransferase, involved with Gas2p in spore wall assembly; has similarity to Gas1p; localizes to the cell wall 	XV	71300	72715	1
YNL191W	0.507522914575134	0	251.49	357.52	DUG3	Probable glutamine amidotransferase, forms a complex with Dug1p and Dug2p to degrade glutathione (GSH) and other peptides containing a gamma-glu-X bond in an alternative pathway to GSH degradation by gamma-glutamyl transpeptidase (Ecm38p) 	XIV	280432	281505	1
YDR150W	0.417009141433051	0	1354.59	1808.59	NUM1	Protein required for nuclear migration, localizes to the mother cell cortex and the bud tip; may mediate interactions of dynein and cytoplasmic microtubules with the cell cortex 	IV	755628	763874	1
YOL025W	0.570752692959126	0	211.54	314.2	LAG2	Protein that negatively regulates the SCF E3-ubiquitin ligase by interacting with and preventing neddyation of the cullin subunit, Cdc53p; longevity determinant that is preferentially expressed in young cells; similar to mammalian Cand1 	XV	274957	276939	1
YHR205W	0.517605789679046	0	882.02	1262.68	SCH9	Protein kinase involved in transcriptional activation of osmostress-responsive genes; regulates G1 progression, cAPK activity, nitrogen activation of the FGM pathway; involved in life span regulation; homologous to mammalian Akt/PKB 	VIII	509363	511837	1
YLR189C	0.621258466522101	0	731.1	1124.59	ATG26	UDP-glucose:sterol glucosyltransferase, conserved enzyme involved in synthesis of sterol glucoside membrane lipids; in contrast to ATG26 from P. pastoris, S. cerevisiae ATG26 is not involved in autophagy 	XII	530797	534393	-1
YGR203W	0.788258325934858	0	287.68	496.82	YCH1	Phosphatase with sequence similarity to Cdc25p, Arr2p and Mih1p; member of the single-domain rhodanese homology superfamily; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus 	VII	905237	905683	1
YAL034W-A	0.657914663542003	0	108.29	170.86	MTW1	Essential component of the MIND kinetochore complex (Mtw1p Including Nnf1p-Nsl1p-Dsn1p) which joins kinetochore subunits contacting DNA to those contacting microtubules; critical to kinetochore assembly 	I	79718	80587	1
YHR208W	-0.229763430256452	0	5906.73	5037.11	BAT1	Mitochondrial branched-chain amino acid (BCAA) aminotransferase, preferentially involved in BCAA biosynthesis; homolog of murine ECA39; highly expressed during logarithmic phase and repressed during stationary phase 	VIII	517532	518713	1
YFR052W	0.46126010815879	0	1194.95	1645.14	RPN12	Subunit of the 19S regulatory particle of the 26S proteasome lid; synthetically lethal with RPT1, which is an ATPase component of the 19S regulatory particle; physically interacts with Nob1p and Rpn3p 	VI	252505	253329	1
YOR095C	-0.730512453987494	0	866.98	522.52	RKI1	Ribose-5-phosphate ketol-isomerase, catalyzes the interconversion of ribose 5-phosphate and ribulose 5-phosphate in the pentose phosphate pathway; participates in pyridoxine biosynthesis 	XV	503552	504328	-1
YIR041W	1.36673851638141	0	13.44	34.66	PAU15	Protein of unknown function, member of the seripauperin multigene family encoded mainly in subtelomeric regions 	IX	433929	434303	1
YJL155C	0.643837073800934	0	784.9	1226.39	FBP26	Fructose-2,6-bisphosphatase, required for glucose metabolism 	X	129285	130643	-1
YBL042C	0.539268179130418	0	448.2	651.34	FUI1	High affinity uridine permease, localizes to the plasma membrane; also mediates low but significant transport of the cytotoxic nucleoside analog 5-fluorouridine; not involved in uracil transport 	II	138341	140260	-1
YDL072C	0.481910814697432	0	2236.63	3123.66	YET3	Protein of unknown function; YET3 null mutant decreases the level of secreted invertase; homolog of human BAP31 protein 	IV	329836	330447	-1
YKR023W	0.534922578552984	0	446.46	646.86	YKR023W	Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies 	XI	483419	485011	1
YOR229W	0.513486047352805	0	317.29	452.93	WTM2	Transcriptional modulator involved in regulation of meiosis, silencing, and expression of RNR genes; involved in response to replication stress; contains WD repeats 	XV	768409	769812	1
YIL076W	0.288474599429588	0	1596.76	1950.2	SEC28	Epsilon-COP subunit of the coatomer; regulates retrograde Golgi-to-ER protein traffic; stabilizes Cop1p, the alpha-COP and the coatomer complex; non-essential for cell growth 	IX	216658	217548	1
YNL136W	0.773350342411346	0	610.32	1043.18	EAF7	Subunit of the NuA4 histone acetyltransferase complex, which acetylates the N-terminal tails of histones H4 and H2A 	XIV	370368	371645	1
YDR090C	0.401546187295738	0	439.95	581.14	YDR090C	Putative protein of unknown function 	IV	625066	625998	-1
YDR004W	0.543751956704779	0	333.56	486.25	RAD57	Protein that stimulates strand exchange by stabilizing the binding of Rad51p to single-stranded DNA; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; forms heterodimer with Rad55p 	IV	455201	456583	1
YKL054C	-0.527190526301863	0	3253.17	2257.39	DEF1	RNAPII degradation factor, forms a complex with Rad26p in chromatin, enables ubiquitination and proteolysis of RNAPII present in an elongation complex; mutant is deficient in Zip1p loading onto chromosomes during meiosis 	XI	336537	338753	-1
YER016W	0.379162273031553	0	881.61	1146.61	BIM1	Microtubule-binding protein that together with Kar9p makes up the cortical microtubule capture site and delays the exit from mitosis when the spindle is oriented abnormally 	V	188277	189311	1
YPL262W	0.321724884091775	0	1704	2129.7	FUM1	Fumarase, converts fumaric acid to L-malic acid in the TCA cycle; cytosolic and mitochondrial distribution determined by the N-terminal targeting sequence, protein conformation, and status of glyoxylate shunt; phosphorylated in mitochondria 	XVI	47336	48802	1
YMR062C	0.601927754398154	0	700.83	1063.68	ARG7	Mitochondrial ornithine acetyltransferase, catalyzes the fifth step in arginine biosynthesis; also possesses acetylglutamate synthase activity, regenerates acetylglutamate while forming ornithine 	XIII	395054	396379	-1
YPR053C	0.752435027985418	0	58.44	98.45	YPR053C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps verified gene NHP6A/YPR052C 	XVI	665788	666243	-1
YNL200C	0.653354629632088	0	552.93	869.66	YNL200C	NADHX epimerase; catalyzes isomerization of (R)- and (S)-NADHX; homologous to AIBP in mammals and the N- terminal domain of YjeF in E.coli; enzyme is widespread in eukaryotes, prokaryotes and archaea; the authentic, non-tagged protein is detected in /.../y purified mitochondria in high-throughput studies 	XIV	263713	264453	-1
YDR469W	0.45861734124594	0	368.95	507.02	SDC1	Subunit of the COMPASS (Set1C) complex, which methylates lysine 4 of histone H3 and is required in chromatin silencing at telomeres; contains a Dpy-30 domain that mediates interaction with Bre2p; similar to C. elegans and human DPY-30 	IV	1399015	1399542	1
YMR178W	0.328978958134436	0	740.93	930.7	YMR178W	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and nucleus and is induced in response to the DNA-damaging agent MMS; YMR178W is not an essential gene 	XIII	618479	619303	1
YBL039C	-0.955080603362924	0	998.56	515.07	URA7	Major CTP synthase isozyme (see also URA8), catalyzes the ATP-dependent transfer of the amide nitrogen from glutamine to UTP, forming CTP, the final step in de novo biosynthesis of pyrimidines; involved in phospholipid biosynthesis 	II	143989	145728	-1
YMR270C	0.499621312664885	0	405.71	573.61	RRN9	Protein involved in promoting high level transcription of rDNA, subunit of UAF (upstream activation factor) for RNA polymerase I 	XIII	805326	806423	-1
YOR315W	-1.02037444304468	0	216.07	106.52	SFG1	Nuclear protein, putative transcription factor required for growth of superficial pseudohyphae (which do not invade the agar substrate) but not for invasive pseudohyphal growth; may act together with Phd1p; potential Cdc28p substrate 	XV	904760	905800	1
YHR093W	1.63016813243868	0	7.54	23.34	AHT1	Dubious open reading frame, unlikely to encode a protein; not conserved in closely related Saccharomyces species; multicopy suppressor of glucose transport defects, likely due to the presence of an HXT4 regulatory element in the region 	VIII	289142	289690	1
YBL099W	0.375856667398642	0	3465.88	4497.36	ATP1	Alpha subunit of the F1 sector of mitochondrial F1F0 ATP synthase, which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; phosphorylated 	II	37053	38690	1
YKL124W	0.498006586245881	0	340.27	480.55	SSH4	Specificity factor required for Rsp5p-dependent ubiquitination and sorting of cargo proteins at the multivesicular body; identified as a high-copy suppressor of a SHR3 deletion, increasing steady-state levels of amino acid permeases 	XI	210593	212332	1
YLL003W	0.638641188991337	0	318.05	495.16	SFI1	Centrin (Cdc31p)-binding protein required for spindle pole body (SPB) duplication, localizes to the half-bridge of the SPB, required for progression through G(2)-M transition, has similarity to Xenopus laevis XCAP-C 	XII	143201	146041	1
YBR160W	0.451070625220154	0	639.66	874.45	CDC28	Catalytic subunit of the main cell cycle cyclin-dependent kinase (CDK); alternately associates with G1 cyclins (CLNs) and G2/M cyclins (CLBs) which direct the CDK to specific substrates 	II	560078	560974	1
YBR256C	0.483071612167685	0	1029.93	1439.55	RIB5	Riboflavin synthase; catalyzes the last step of the riboflavin biosynthesis pathway 	II	727386	728102	-1
YPL020C	0.813005865463401	0	521.98	917.05	ULP1	Protease that specifically cleaves Smt3p protein conjugates; required for cell cycle progression; associates with nucleoporins and may interact with septin rings during telophase; sequestered to the nucleolus under stress conditions 	XVI	512313	514178	-1
YPL264C	0.617572430512409	0	107.17	164.43	YPL264C	Putative membrane protein of unknown function; physically interacts with Hsp82p; YPL264C is not an essential gene 	XVI	43283	44344	-1
YDR461C-A	0.935748353901012	0	197.32	377.45	YDR461C-A	Putative protein of unknown function 	IV	1385524	1385766	-1
YOR029W	1.38259087679399	0	11.41	29.75	YOR029W	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	XV	384600	384935	1
YBR001C	0.501407626994856	0	699.24	989.84	NTH2	Putative neutral trehalase, required for thermotolerance and may mediate resistance to other cellular stresses 	II	238941	241283	-1
YGL127C	0.723837712656083	0	306.46	506.14	SOH1	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; involved in telomere maintenance; conserved with other metazoan MED31 subunits 	VII	270392	270775	-1
YGL167C	0.424635456280128	0	1749.07	2347.66	PMR1	High affinity Ca2+/Mn2+ P-type ATPase required for Ca2+ and Mn2+ transport into Golgi; involved in Ca2+ dependent protein sorting and processing; mutations in human homolog ATP2C1 cause acantholytic skin condition Hailey-Hailey disease 	VII	187616	190468	-1
YHL036W	-0.707713047917539	0	439.22	268.93	MUP3	Low affinity methionine permease, similar to Mup1p 	VIII	26241	27881	1
YLR056W	-0.526833492143183	0	4604.68	3196	ERG3	C-5 sterol desaturase, catalyzes the introduction of a C-5(6) double bond into episterol, a precursor in ergosterol biosynthesis; mutants are viable, but cannot grow on non-fermentable carbon sources 	XII	253861	254958	1
YDL173W	0.620752510814662	0	603.02	927.25	PAR32	Putative protein of unknown function; hyperphosphorylated upon rapamycin treatment in a Tap42p-dependent manner; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; PAR32 is not an essential gene 	IV	148191	149078	1
YHR045W	0.501635012311225	0	580.76	822.25	YHR045W	Putative protein of unknown function; possible role in iron metabolism and/or amino acid and carbohydrate metabolism; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum 	VIII	195551	197233	1
YPL007C	0.489143935248504	0	267.46	375.41	TFC8	One of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of TFIIIC TauB domain that binds BoxB promoter sites of tRNA and other genes; linker between TauB and TauA domains; human homolog is TFIIIC-90 	XVI	542082	543848	-1
YDR274C	-0.886796896130972	0	290.1	156.89	YDR274C	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	IV	1011589	1011960	-1
YDL087C	0.438342649010609	0	265.12	359.25	LUC7	Essential protein associated with the U1 snRNP complex; splicing factor involved in recognition of 5' splice site; contains two zinc finger motifs; N-terminal zinc finger binds pre-mRNA 	IV	300214	300999	-1
YDR007W	0.361296016881128	0	337.34	433.34	TRP1	Phosphoribosylanthranilate isomerase that catalyzes the third step in tryptophan biosynthesis; in 2004, the sequence of TRP1 from strain S228C was updated by changing the previously annotated internal STOP (TAA) to serine (TCA) 	IV	461842	462516	1
YIL123W	-0.392253074595603	0	4315.78	3288.36	SIM1	Protein of the SUN family (Sim1p, Uth1p, Nca3p, Sun4p) that may participate in DNA replication, promoter contains SCB regulation box at -300 bp indicating that expression may be cell cycle-regulated 	IX	128151	129581	1
YJR080C	0.416145242336355	0	514.24	686.18	AIM24	Protein of unknown function; the authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies; null mutant displays reduced respiratory growth and elevated frequency of mitochondrial genome loss 	X	580432	581616	-1
YPL113C	0.750751192238087	0	89.78	151.07	YPL113C	Glyoxylate reductase; acts on glyoxylate and hydroxypyruvate substrates; YPL113C is not an essential gene 	XVI	335953	337143	-1
YBR299W	0.789224852408077	0	151	260.95	MAL32	Maltase (alpha-D-glucosidase), inducible protein involved in maltose catabolism; encoded in the MAL3 complex locus; functional in genomic reference strain S288C; hydrolyzes the disaccharides maltose, turanose, maltotriose, and sucrose 	II	805351	807105	1
YGL193C	0.966240980242251	0	137.71	269.05	YGL193C	Haploid-specific gene repressed by a1-alpha2, turned off in sir3 null strains, absence enhances the sensitivity of rad52-327 cells to campothecin almost 100-fold 	VII	141916	142227	-1
YKL022C	0.394988264523206	0	432.76	569.05	CDC16	Subunit of the anaphase-promoting complex/cyclosome (APC/C), which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition; required for sporulation 	XI	394726	397248	-1
YJL147C	0.755801631910141	0	123.88	209.18	YJL147C	Mitochondrial protein of unknown function; homozygous diploid deletion strain has a sporulation defect characterized by elevated dityrosine in the soluble fraction; expression induced by calcium shortage; YJL147W is a non-essential gene 	X	141419	142567	-1
YOR320C	0.567141918440692	0	555.27	822.68	GNT1	N-acetylglucosaminyltransferase capable of modification of N-linked glycans in the Golgi apparatus 	XV	913619	915094	-1
YJL059W	0.500108616350277	0	208.1	294.32	YHC3	Vacuolar membrane protein involved in the ATP-dependent transport of arginine into the vacuole and possibly in balancing ion homeostasis; homolog of human CLN3 involved in Batten disease (juvenile onset neuronal ceroid lipofuscinosis) 	X	324964	326190	1
YER019C-A	0.44754620333862	0	2183.17	2977.23	SBH2	Ssh1p-Sss1p-Sbh2p complex component, involved in protein translocation into the endoplasmic reticulum; homologous to Sbh1p 	V	194273	194539	-1
YPR062W	0.327515326231517	0	2762.17	3466.11	FCY1	Cytosine deaminase, zinc metalloenzyme that catalyzes the hydrolytic deamination of cytosine to uracil; of biomedical interest because it also catalyzes the deamination of 5-fluorocytosine (5FC) to form anticancer drug 5-fluorouracil (5FU) 	XVI	677165	677641	1
YDR499W	0.589456207833009	0	255.37	384.25	LCD1	Essential protein required for the DNA integrity checkpoint pathways; interacts physically with Mec1p; putative homolog of S. pombe Rad26 and human ATRIP 	IV	1447830	1450073	1
YBR221C	0.270932479454645	0	3467.2	4183.48	PDB1	E1 beta subunit of the pyruvate dehydrogenase (PDH) complex, which is an evolutionarily-conserved multi-protein complex found in mitochondria 	II	665153	666253	-1
YGL087C	0.647037552494935	0	352.24	551.59	MMS2	Ubiquitin-conjugating enzyme variant involved in error-free postreplication repair; forms a heteromeric complex with Ubc13p, an active ubiquitin-conjugating enzyme; cooperates with chromatin-associated RING finger proteins, Rad18p and Rad5p 	VII	346406	346904	-1
YPR004C	0.395438611233118	0	928.07	1220.73	AIM45	Putative ortholog of mammalian electron transfer flavoprotein complex subunit ETF-alpha; interacts with frataxin, Yfh1p; null mutant displays elevated frequency of mitochondrial genome loss; may have a role in oxidative stress response 	XVI	564007	565041	-1
